1961	4	6.51	15.44			
1961	5	7.2	7.65			
1961	6	11.32	17.26			
1961	7	8.73	1.58			
1961	8	8.13	4.66			
1961	9	22.25	6.64			
1961	10	0.67	5.3			
1961	11	8.51	2.83			
1961	12	6.83	1.01			
1962	1	3.07	3.62			
1962	2	25.95	5.34			
1962	3	0.17	6.88			
1962	4	0.39	20.31			
1962	5	15.75	22.54			
1962	6	10.63	4.11			
1962	7	16.79	13			
1962	8	2.51	23.42			
1962	9	6.39	0.93			
1962	10	6.59	1.77			
1962	11	3.19	16.77			
1962	12	0	14.61			
1963	1	1.05	16.66			
1963	2	2.14	12.52			
1963	3	7.06	11.73			
1963	4	15.27	15.46			
1963	5	2.3	18.51			
1963	6	15.02	9.34			
1963	7	3.58	17.34			
1963	8	10.48	6.21			
1963	9	6.86	7.29			
1963	10	1.84	32.72			
1963	11	7.25	4.81			
1963	12	0.45	20.91			
1964	1	5.53	7.95			
1964	2	3.21	29.88			
1964	3	6.5	0.8			
1964	4	19	3.21			
1964	5	1.4	13.6			
1964	6	15.94	9.29			
1964	7	5.07	11.63			
1964	8	7.87	5.42			
1964	9	4.81	9.72			
1964	10	6.38	37.59			
1964	11	4.75	1.96			
1964	12	20.77	0.86			
1965	1	8.34	2.76			
1965	2	5.59	9.88			
1965	3	2.96	17.35			
1965	4	17.47	8.48			
1965	5	13.89	14.69			
1965	6	16.03	6.75			
1965	7	9.29	7.37			
1965	8	16.58	1.26			
1965	9	25.25	3.04			
1965	10	1.46	25.61			
1965	11	10.32	17.39			
1965	12	17.25	15.52			
1966	1	2.89	8.46			
1966	2	6.39	1.26			
1966	3	4.22	32.83			
1966	4	8.56	16.29			
1966	5	4.35	22.89			
1966	6	3.52	15.69			
1966	7	3.4	7.91			
1966	8	16.16	2.08			
1966	9	3.93	3.02			
1966	10	0.66	9.48			
1966	11	4.05	14.7			
1966	12	9.29	4.15			
1967	1	8.41	15.61			
1967	2	0	28.85			
1967	3	4.61	20.04			
1967	4	14.09	10.02			
1967	5	5.32	6.88			
1967	6	31.71	5.16			
1967	7	8.44	11.65			
1967	8	7.84	17.23			
1967	9	9.7	3.4			
1967	10	8.86	10.39			
1967	11	2.6	10.89			
1967	12	19.77	0.53			
1968	1	7.77	5.96			
1968	2	1.56	27.32			
1968	3	5.05	14.61			
1968	4	7.61	6.45			
1968	5	7.05	1.64			
1968	6	13.89	8.53			
1968	7	8.96	7.36			
1968	8	25.39	5.51			
1968	9	5.69	16.06			
1968	10	5.57	1.42			
1968	11	8.75	0.78			
1968	12	13.41	0.84			
1969	1	32.81	8.54			
1969	2	15.73	11.71			
1969	3	1.62	26.31			
1969	4	6.07	4.95			
1969	5	5.89	10.29			
1969	6	23.07	5.72			
1969	7	12.72	1			
1969	8	3.25	25.29			
1969	9	2.07	6.05			
1969	10	17.42	1.49			
1969	11	3.8	17.44			
1969	12	11.99	3.02			
1970	1	10.42	25.37			
1970	2	3.95	23.16			
1970	3	10.45	0.82			
1970	4	13.23	3.05			
1970	5	8.04	17.2			
1970	6	6.51	4.64			
1970	7	5.01	11.04			
1970	8	5.56	19.78			
1970	9	13.02	6.14			
1970	10	13.94	3			
1970	11	11.67	9.04			
1970	12	0	10.6			
1971	1	8.43	13.82			
1971	2	19	5.42			
1971	3	4.39	30.95			
1971	4	4.77	15.04			
1971	5	10.72	4.14			
1971	6	2.2	15.24			
1971	7	7.83	5.96			
1971	8	12.76	10.35			
1971	9	9.82	1.06			
1971	10	19.41	0.88			
1971	11	5.58	3.09			
1971	12	17.45	2.89			
1972	1	7.82	13.28			
1972	2	6.04	28.73			
1972	3	3.05	21.98			
1972	4	5.99	13.26			
1972	5	8.75	5.94			
1972	6	18.63	4.36			
1972	7	10.67	15.24			
1972	8	12.5	6.08			
1972	9	6.71	4.93			
1972	10	18.35	1.54			
1972	11	20.01	3.96			
1972	12	16.33	1.17			
1973	1	5.52	5.16			
1973	2	4.6	13.89			
1973	3	39.59	3.35			
1973	4	21.47	4.57			
1973	5	8.64	6.45			
1973	6	10.2	12.64			
1973	7	10.98	9.14			
1973	8	0.55	13.43			
